size,time
431,0.0006746959988959134
432,0.0006509980012197047
433,0.0006181580029078759
434,0.0006203410011949018
435,0.0006323960042209364
436,0.0006252989987842739
437,0.0006700820013065822
438,0.0006479199946625158
439,0.0006566819938598201
440,0.0006493090040748939
441,0.0006258790017454885
442,0.0006587540046893992
443,0.0006382819992722943
444,0.0006857850021333434
445,0.000617623001744505
446,0.0006712749964208342
447,0.0006558750028489158
448,0.000672153000778053
449,0.0006684749969281256
450,0.0006447269988711923
451,0.0006430779976653866
452,0.0007022380013950169
453,0.0006658400016021915
454,0.0006715330018778332
455,0.0006633390003116801
456,0.0006631720025325194
457,0.0006394669981091283
458,0.0006525159988086671
459,0.0006768899984308518
460,0.0006808219986851327
461,0.0007083469972712919
462,0.0006649930001003668
463,0.0006168690015329048
464,0.000697656003467273
465,0.0006772749984520487
466,0.0007229210023069754
467,0.0007065210011205636
468,0.0006984079955145717
469,0.0007025500017334707
470,0.0006820089984103106
471,0.0006809010010329075
472,0.000699716001690831
473,0.0006820549970143475
474,0.0007129820005502552
475,0.0007284219973371364
476,0.0006918090002727695
477,0.0007209169998532161
478,0.0006865500035928562
479,0.0006924729968886822
480,0.0007400979957310483
481,0.0007017660027486272
482,0.0006902399982209317
483,0.0007283980012289248
484,0.0007052290020510554
485,0.0007287440021173097
486,0.0007355260022450238
487,0.0007128819997888058
488,0.0007304370010388084
489,0.0008413420000579208
490,0.000721607000741642
491,0.0007518910060753115
492,0.000730952997400891
493,0.0007580580058856867
494,0.0007166059949668124
495,0.0006804209988331422
496,0.0007341050004470162
497,0.0007718340057181194
498,0.0007468749972758815
499,0.0007308540007215925
500,0.00072161499701906
501,0.0007302110025193542
502,0.0008036290018935688
503,0.0007278560005943291
504,0.0008006040006875992
505,0.0007632229971932247
506,0.0007619649986736476
507,0.0007035589951556176
508,0.0007820589962648228
509,0.0008522139978595078
510,0.0007570949965156615
511,0.0007469869960914366
512,0.0007710179997957312
513,0.0008035270002437755
514,0.0007753239988232963
515,0.0007822179977665655
516,0.0007674420048715547
517,0.0007542079983977601
518,0.0008903459965949878
519,0.0007772460012347437
520,0.0008481609984301031
521,0.0007803499975125305
522,0.0007749110009172
523,0.0007912450018920936
524,0.0007795010023983195
525,0.0008199169969884679
526,0.0007980820009834133
527,0.0008150489957188256
528,0.0008113380026770756
529,0.0007824239946785383
530,0.0008176650007953867
531,0.0008017459986149333
532,0.0008067620001384057
533,0.0008242009935202077
534,0.000811022000561934
535,0.0007653950015082955
536,0.0007951239967951551
537,0.00081125799624715
538,0.0008979379999800585
539,0.0008440520032308996
540,0.0008183160025510006
541,0.0008115330056170933
542,0.0008394039978156798
543,0.0008158620039466769
544,0.000806191994342953
545,0.0008207300052163191
546,0.0008498859970131889
547,0.0008322330031660385
548,0.0008735429946682416
549,0.0008046889997785911
550,0.0008979490012279712
551,0.000858191997394897
552,0.0008344750021933578
553,0.0008144339954014868
554,0.0009828289985307492
555,0.0008356960024684668
556,0.0008386159970541485
557,0.0009190309938276187
558,0.0008648270013509318
559,0.0008491029948345385
560,0.000878585000464227
561,0.0008318640029756352
562,0.0008395140030188486
563,0.0008869839948602021
564,0.0008442110047326423
565,0.0008461739998892881
566,0.0009020010038511828
567,0.0008549849953851663
568,0.0008578720007790253
569,0.0008864349947543815
570,0.00088174100528704
571,0.000875050995091442
572,0.0008609439973952249
573,0.0008837279965518974
574,0.0008898669984773733
575,0.0008862370013957843
576,0.0008950679984991439
577,0.0008981909995782189
578,0.0008969359987531789
579,0.0008877819927874953
580,0.0008576149994041771
581,0.0009519810046185739
582,0.0008697009980096482
583,0.0008981630016933195
584,0.0009352670022053644
585,0.0009057379938894883
586,0.0009054440015461296
587,0.000931697002670262
588,0.0009207409966620617
589,0.0009255199984181672
590,0.0009232570009771734
591,0.0009077990034711547
592,0.0009387799946125597
593,0.0009264789987355471
594,0.0009402860014233738
595,0.0009258560021407902
596,0.0009415099993930198
597,0.000905888999113813
598,0.0009142049966612831
599,0.0009190179989673197
600,0.0009241529987775721
601,0.0009492950048297644
602,0.0009296669959439896
603,0.0008977660036180168
604,0.0009180669949273579
605,0.0009315279967267998
606,0.0009125330034294166
607,0.0009745730058057234
608,0.0009258019999833778
609,0.0009547590016154572
610,0.0009243589956895448
611,0.0009402290015714243
612,0.000919055994017981
613,0.0009692120002000593
614,0.000964920996921137
615,0.0009215469981427304
616,0.0009977270019589923
617,0.000973153997620102
618,0.000977420000708662
619,0.0009614090013201348
620,0.0009730120000313036
621,0.0009750209937919863
622,0.001001668999379035
623,0.000922170998819638
624,0.0009167780008283444
625,0.001051699997333344
626,0.0009986549994209781
627,0.0009399359987583011
628,0.0009734690029290505
629,0.0008913900019251741
630,0.0009693820029497147
631,0.0009673849999671802
632,0.0010208129970123991
633,0.0009843469961197115
634,0.0009830109993345104
635,0.0010033959988504648
636,0.000988905994745437
637,0.0010303980016033165
638,0.0010180629979004152
639,0.00098138400062453
640,0.000950882000324782
641,0.001049828999384772
642,0.0009602439968148246
643,0.0010141409948118962
644,0.0010118249992956407
645,0.0009873410017462447
646,0.0010075329992105253
647,0.000978762996965088
648,0.001036459994793404
649,0.001006929000141099
650,0.0010141050006495789
651,0.00098866500047734
652,0.001029507999191992
653,0.0010196389994234778
654,0.0010422670020489022
655,0.0009778210005606525
656,0.0011155480024171993
657,0.0010954230019706301
658,0.0010196579969488084
659,0.0010533309978200123
660,0.0010277429973939434
661,0.0010667730020941235
662,0.0009882860031211749
663,0.0010484419981366955
664,0.001017870003124699
665,0.0009939319934346713
666,0.0010540450020926073
667,0.0010041530040325597
668,0.0010715850003180094
669,0.0010916809987975284
670,0.001033059998007957
671,0.0010273899970343336
672,0.0010620190005283803
673,0.0010807020007632673
674,0.0010294050007360056
675,0.001098514003388118
676,0.001040573995851446
677,0.0011300309997750446
678,0.0010941150030703284
679,0.0010407430017949082
680,0.0011097780006821267
681,0.001067828998202458
682,0.0011821039952337742
683,0.0011065620055887848
684,0.0010718470002757385
685,0.0010446979940752499
686,0.0010761710000224411
687,0.001063663003151305
688,0.0011330749985063449
689,0.001070418002200313
690,0.0011069779939134605
691,0.0010860350012080744
692,0.0011069659958593547
693,0.0011106219972134568
694,0.001108930999180302
695,0.0010800930031109601
696,0.0010749380016932264
697,0.0011410940060159191
698,0.0011154519961564802
699,0.001101077999919653
700,0.0011355090027791448
701,0.001102666006772779
702,0.001420906002749689
703,0.0011143970041302964
704,0.0011538270046003163
705,0.0011164309980813414
706,0.0011115249944850802
707,0.0011361380020389333
708,0.001136040998972021
709,0.00113067699567182
710,0.0011288650057394989
711,0.001148508999904152
712,0.001100418005080428
713,0.00112306800292572
714,0.0011185219991602935
715,0.001108627999201417
716,0.00112306800292572
717,0.0011713950007106178
718,0.0011729139951057732
719,0.0011255409990553744
720,0.0011176729967701249
721,0.0011514960060594603
722,0.0011627049971139058
723,0.0012271520026843064
724,0.0011735270018107258
725,0.0012344980059424415
726,0.0011464560011518188
727,0.001155593003204558
728,0.0011755269952118397
729,0.001187818001199048
730,0.001212844996189233
731,0.0011532569988048635
732,0.0011558710029930808
733,0.0011474049970274791
734,0.001208831999974791
735,0.001151753996964544
736,0.0011797670013038442
737,0.0011284249994787388
738,0.0012532069958979264
739,0.0011666909995255992
740,0.001187217996630352
741,0.001234221999766305
742,0.0011701129988068715
743,0.001201404993480537
744,0.001271747998544015
745,0.0012709919974440709
746,0.001180234998173546
747,0.0012247769991517998
748,0.0011801500004366972
749,0.0012330930039752275
750,0.0012370330005069263
751,0.001153994002379477
752,0.0012518639996415004
753,0.0011978629991062917
754,0.0011822700034826994
755,0.0013218230014899746
756,0.0012270650040591136
757,0.0011813119999715127
758,0.0011763660004362464
759,0.00124772699928144
760,0.0012260040020919405
761,0.0012389359981170855
762,0.0012257330017746426
763,0.0012777880037901923
764,0.0012541660034912638
765,0.0012479140059440397
766,0.0012190559937153012
767,0.0011783270019805059
768,0.0012889780045952648
769,0.0012934019978274591
770,0.0012084940026397817
771,0.0012979150051251054
772,0.001194948999909684
773,0.0012244149984326214
774,0.0012319529996602796
775,0.001305452999076806
776,0.0012288740035728551
777,0.0012332059995969757
778,0.0012489510045270436
779,0.0012890819998574443
780,0.0012532239998108707
781,0.0013374070040299557
782,0.0012689340001088567
783,0.0012905969997518696
784,0.0012354319987935014
785,0.0013104089957778342
786,0.0012779000026057474
787,0.00123606099805329
788,0.0013074150047032163
789,0.0013826130016241223
790,0.0012868630001321435
791,0.0012591769991558976
792,0.001296987000387162
793,0.001243114995304495
794,0.0012533499975688756
795,0.00128096900152741
796,0.0013015470030950382
797,0.0012861049981438555
798,0.0013230580007075332
799,0.001359066998702474
800,0.0013132530002621934
801,0.0013801520035485737
802,0.0014217900024959818
803,0.0012309200028539635
804,0.0012938159998157062
805,0.001356694003334269
806,0.0013008850000915118
807,0.001287419996515382
808,0.0013189479941502213
809,0.0013265140005387366
810,0.0012870939972344786
811,0.0013237879975349642
812,0.0013945390019216575
813,0.0013768909993814304
814,0.0012864859963883646
815,0.0013319759964360856
816,0.0013540259969886392
817,0.0013254269942990504
818,0.001321594994806219
819,0.0013210629986133426
820,0.0013350810040719807
821,0.0013309310015756637
822,0.0013026010055909865
823,0.0013092869994579814
824,0.0013245460067992099
825,0.001310128005570732
826,0.001317274000030011
827,0.0013049629997112788
828,0.001350257000012789
829,0.001412528996297624
830,0.0013775050028925762
831,0.001345791999483481
832,0.0014310449987533502
833,0.0013443130010273308
834,0.0013648759995703585
835,0.0013360779994400218
836,0.0013441609989968129
837,0.0013405439967755228
838,0.0013935509996372275
839,0.0013368820000323467
840,0.001323747004789766
841,0.001342402996669989
842,0.0013835650024702772
843,0.0013715009990846738
844,0.0013608979934360832
845,0.001367140001093503
846,0.0013732290026382543
847,0.0014459269950748421
848,0.0013936589966760948
849,0.0013939190030214377
850,0.0014634640028816648
851,0.0013849960014340468
852,0.0013468859979184344
853,0.0014596719993278384
854,0.001458629994885996
855,0.0014412589953280985
856,0.0013593390031019226
857,0.0014563229997293092
858,0.0014541709970217198
859,0.0014889070007484406
860,0.0013939659984316677
861,0.0014557149988831952
862,0.001419763000740204
863,0.001404176997311879
864,0.0014019000009284355
865,0.001435587000742089
866,0.001432609002222307
867,0.001446834001399111
868,0.001406658993801102
869,0.0014036860011401586
870,0.0014409409996005706
871,0.0014612880040658638
872,0.0014506989973597229
873,0.001511780996224843
874,0.0014776910029468127
875,0.0014360519999172539
876,0.0014269199964473955
877,0.0014781309946556576
878,0.0014644780021626502
879,0.0013194200000725687
880,0.0013998369977343827
881,0.0014077859959797934
882,0.0014702810003655031
883,0.001394523998897057
884,0.001544710001326166
885,0.0014469669986283407
886,0.001507043998572044
887,0.0014360540008055978
888,0.0014205179977579974
889,0.0014637450003647245
890,0.001393986000039149
891,0.0014485979991150089
892,0.0015153869971982203
893,0.0014666540009784512
894,0.0015194090010481887
895,0.0015004800006863661
896,0.0014515820002998225
897,0.0015077770003699698
898,0.0015827809984330088
899,0.0014527759994962253
